word,len,pattern
purr,4,ABCC
purring,7,ABCCDEF
purse,5,ABCDE
pursuant,8,ABCDBEFG
pursue,6,ABCDBE
pursuit,7,ABCDBEF
purvey,6,ABCDEF
purveyor,8,ABCDEFGC
purview,7,ABCDEFG
pus,3,ABC
push,4,ABCD
pushbutton,10,ABCDEBFFGH
pushdown,8,ABCDEFGH
pushup,6,ABCDBA
puss,4,ABCC
pussy,5,ABCCD
pussycat,8,ABCCDEFG
put,3,ABC
putative,8,ABCDCEFG
putrefy,7,ABCDEFG
putrid,6,ABCDEF
putt,4,ABCC
putted,6,ABCCDE
putter,6,ABCCDE
putting,7,ABCCDEF
putty,5,ABCCD
puzzle,6,ABCCDE
puzzlement,10,ABCCDEFEGH
Pygmalion,9,ABCDEFGHI
pygmy,5,ABCDB
Pyhrric,7,ABCDDEF
pyknotic,8,ABCDEFGH
pyorrhea,8,ABCDDEFG
pyramid,7,ABCDEFG
pyramidal,9,ABCDEFGDH
pyre,4,ABCD
Pyrex,5,ABCDE
pyridine,8,ABCDEDFG
pyrolysis,9,ABCDEBFGF
pyrolyze,8,ABCDEBFG
pyrometer,9,ABCDEFGFC
pyrometry,9,ABCDEFGCB
pyrophosphate,13,ABCDAEDFAEGHI
pyrotechnic,11,ABCDEFGHIJG
pyroxene,8,ABCDEFGF
pyroxenite,10,ABCDEFGHIF
Pythagoras,10,ABCDEFGHEI
Pythagorean,11,ABCDEFGHIEJ
python,6,ABCDEF
q's,3,ABC
QA,2,AB
quack,5,ABCDE
quackery,8,ABCDEFGH
quad,4,ABCD
quadrangle,10,ABCDECFGHI
quadrangular,12,ABCDECFGBHCE
quadrant,8,ABCDECFG
quadrapole,10,ABCDECFGHI
quadratic,9,ABCDECFGH
quadratical,11,ABCDECFGHCI
quadrature,10,ABCDECFBEG
quadrennial,11,ABCDEFGGHCI
quadric,7,ABCDEFG
quadriceps,10,ABCDEFGHIJ
quadrilateral,13,ABCDEFGCHIECG
quadrille,9,ABCDEFGGH
quadrillion,11,ABCDEFGGFHI
quadripartite,13,ABCDEFGCEHFHI
quadrivium,10,ABCDEFGFBH
quadruple,9,ABCDEBFGH
quadruplicate,13,ABCDEBFGHICJK
quadword,8,ABCDEFGD
quaff,5,ABCDD
quagmire,8,ABCDEFGH
quahog,6,ABCDEF
quail,5,ABCDE
quaint,6,ABCDEF
quake,5,ABCDE
Quakeress,9,ABCDEFEGG
qualified,9,ABCDEFEGH
qualify,7,ABCDEFG
qualitative,11,ABCDEFCFEGH
quality,7,ABCDEFG
qualm,5,ABCDE
quandary,8,ABCDECFG
quanta,6,ABCDEC
Quantico,8,ABCDEFGH
quantifiable,12,ABCDEFGFCHIJ
quantify,8,ABCDEFGH
quantile,8,ABCDEFGH
quantitative,12,ABCDEFECEFGH
quantity,8,ABCDEFEG
quantization,12,ABCDEFGCEFHD
quantize,8,ABCDEFGH
quantizer,9,ABCDEFGHI
quantum,7,ABCDEBF
quarantine,10,ABCDCEFGEH
quarrel,7,ABCDDEF
quarreled,9,ABCDDEFEG
quarreler,9,ABCDDEFED
quarreling,10,ABCDDEFGHI
quarrelled,10,ABCDDEFFEG
quarreller,10,ABCDDEFFED
quarrelling,11,ABCDDEFFGHI
quarrelsome,11,ABCDDEFGHIE
quarry,6,ABCDDE
quarryman,9,ABCDDEFCG
quarrymen,9,ABCDDEFGH
quart,5,ABCDE
quarter,7,ABCDEFD
quarterback,11,ABCDEFDGCHI
quartermaster,13,ABCDEFDGCHEFD
quartet,7,ABCDEFE
quartile,8,ABCDEFGH
quartz,6,ABCDEF
quartzite,9,ABCDEFGEH
quasar,6,ABCDCE
quash,5,ABCDE
quasi,5,ABCDE
Quasimodo,9,ABCDEFGHG
quaternary,10,ABCDEFGCFH
quatrain,8,ABCDECFG
quaver,6,ABCDEF
quavering,9,ABCDEFGHI
quay,4,ABCD
queasy,6,ABCDEF
Quebec,6,ABCDCE
queen,5,ABCCD
queer,5,ABCCD
quell,5,ABCDD
quench,6,ABCDEF
quenched,8,ABCDEFCG
querulous,9,ABCDBEFBG
query,5,ABCDE
quest,5,ABCDE
question,8,ABCDEFGH
questionable,12,ABCDEFGHIJKC
questionably,12,ABCDEFGHIJKL
questioned,10,ABCDEFGHCI
questioning,11,ABCDEFGHFHI
questioningly,13,ABCDEFGHFHIJK
questionnaire,13,ABCDEFGHHIFJC
queue,5,ABCBC
queueing,8,ABCBCDEF
queuer,6,ABCBCD
queuing,7,ABCBDEF
quibble,7,ABCDDEF
quiche,6,ABCDEF
quick,5,ABCDE
quicken,7,ABCDEFG
quickie,7,ABCDECF
quicklime,9,ABCDEFCGH
quicksand,9,ABCDEFGHI
quicksilver,11,ABCDEFCGHIJ
quickstep,9,ABCDEFGHI
quiescent,9,ABCDEFDGH
quiet,5,ABCDE
quieten,7,ABCDEDF
quietude,8,ABCDEBFD
quill,5,ABCDD
quilt,5,ABCDE
quincy,6,ABCDEF
quinine,7,ABCDCDE
quinquennial,12,ABCDABEDDCFG
quint,5,ABCDE
quintet,7,ABCDEFE
quintile,8,ABCDECFG
quintillion,11,ABCDECFFCGD
quip,4,ABCD
quipping,8,ABCDDCEF
quirk,5,ABCDE
quirt,5,ABCDE
quit,4,ABCD
quite,5,ABCDE
quitter,7,ABCDDEF
quitting,8,ABCDDCEF
quiver,6,ABCDEF
Quixote,7,ABCDEFG
quixotic,8,ABCDEFCG
quiz,4,ABCD
quizzed,7,ABCDDEF
quizzes,7,ABCDDEF
quizzical,9,ABCDDCEFG
quizzing,8,ABCDDCEF
quo,3,ABC
quonset,7,ABCDEFG
quorum,6,ABCDBE
quota,5,ABCDE
quotation,9,ABCDEDFCG
quote,5,ABCDE
quoted,6,ABCDEF
quotient,8,ABCDEFGD
r's,3,ABC
rabbi,5,ABCCD
rabbinical,10,ABCCDEDFBG
rabbit,6,ABCCDE
rabble,6,ABCCDE
rabid,5,ABCDE
rabies,6,ABCDEF
raccoon,7,ABCCDDE
race,4,ABCD
racehorse,9,ABCDEFAGD
racetrack,9,ABCDEABCF
raceway,7,ABCDEBF
Rachel,6,ABCDEF
Rachmaninoff,12,ABCDEBFGFHII
racial,6,ABCDBE
Racine,6,ABCDEF
racist,6,ABCDEF
rack,4,ABCD
racket,6,ABCDEF
racketeer,9,ABCDEFEEA
rackety,7,ABCDEFG
racquet,7,ABCDEFG
racy,4,ABCD
radar,5,ABCBA
Radcliffe,9,ABCDEFGGH
radial,6,ABCDBE
radian,6,ABCDBE
radiance,8,ABCDBEFG
radiant,7,ABCDBEF
radiate,7,ABCDBEF
radiator,8,ABCDBEFA
radical,7,ABCDEBF
radicalism,10,ABCDEBFDGH
radices,7,ABCDEFG
radii,5,ABCDD
radio,5,ABCDE
radioactive,11,ABCDEBFGDHI
radioactivity,13,ABCDEBFGDHDGI
radioastronomy,14,ABCDEBFGAEHEIJ
radiocarbon,11,ABCDEFBAGEH
radiochemical,13,ABCDEFGHIDFBJ
radiochemistry,14,ABCDEFGHIDJKAL
radiographic,12,ABCDEFABGHDI
radiography,11,ABCDEFABGHI
radiologic,10,ABCDEFEGDH
radiological,12,ABCDEFEGDHBF
radiology,9,ABCDEFEGH
radioman,8,ABCDEFBG
radiomen,8,ABCDEFGH
radiometer,10,ABCDEFGHGA
radiometric,11,ABCDEFGHADI
radiometry,10,ABCDEFGHAI
radionics,9,ABCDEFDGH
radiopasteurization,19,ABCDEFBGHIJADKBHDEL
radiophysics,12,ABCDEFGHIDJI
radiosterilization,18,ABCDEFGHADIDJBGDEK
radiosterilized,15,ABCDEFGHADIDJHC
radiotherapy,12,ABCDEFGHABIJ
radish,6,ABCDEF
radium,6,ABCDEF
radius,6,ABCDEF
radix,5,ABCDE
radon,5,ABCDE
Rafael,6,ABCBDE
raffish,7,ABCCDEF
raffle,6,ABCCDE
raft,4,ABCD
rafter,6,ABCDEA
rag,3,ABC
rage,4,ABCD
ragged,6,ABCCDE
ragging,7,ABCCDEC
ragout,6,ABCDEF
ragweed,7,ABCDEEF
raid,4,ABCD
rail,4,ABCD
railbird,8,ABCDECAF
railhead,8,ABCDEFBG
raillery,8,ABCDDEAF
railroad,8,ABCDAEBF
railway,7,ABCDEBF
raiment,7,ABCDEFG
rain,4,ABCD
rainbow,7,ABCDEFG
raincoat,8,ABCDEFBG
raindrop,8,ABCDEAFG
rainfall,8,ABCDEBFF
rainless,8,ABCDEFGG
rainstorm,9,ABCDEFGAH
rainwater,9,ABCDEBFGA
rainy,5,ABCDE
raise,5,ABCDE
raisin,6,ABCDCE
rajah,5,ABCBD
rake,4,ABCD
rakish,6,ABCDEF
Raleigh,7,ABCDEFG
rally,5,ABCCD
Ralph,5,ABCDE
Ralston,7,ABCDEFG
ram,3,ABC
Ramada,6,ABCBDB
ramble,6,ABCDEF
rambling,8,ABCDEFGH
ramification,12,ABCDEDFBGDHI
ramify,6,ABCDEF
Ramirez,7,ABCDAEF
rammed,6,ABCCDE
ramming,7,ABCCDEF
Ramona,6,ABCDEB
ramp,4,ABCD
rampage,7,ABCDBEF
rampant,7,ABCDBEF
rampart,7,ABCDBAE
ramrod,6,ABCADE
Ramsey,6,ABCDEF
ran,3,ABC
ranch,5,ABCDE
rancho,6,ABCDEF
rancid,6,ABCDEF
rancidity,9,ABCDEFEGH
rancor,6,ABCDEA
rancorous,9,ABCDEAEFG
Rand,4,ABCD
Randall,7,ABCDBEE
Randolph,8,ABCDEFGH
random,6,ABCDEF
randomization,13,ABCDEFGHBIGEC
randomize,9,ABCDEFGHI
randy,5,ABCDE
rang,4,ABCD
range,5,ABCDE
rangeland,9,ABCDEFBCG
Rangoon,7,ABCDEEC
rangy,5,ABCDE
rank,4,ABCD
ranker,6,ABCDEA
ranking,7,ABCDECF
rankle,6,ABCDEF
ransack,7,ABCDBEF
ransom,6,ABCDEF
rant,4,ABCD
ranting,7,ABCDECF
Raoul,5,ABCDE
rap,3,ABC
rapacious,9,ABCBDEFGH
rape,4,ABCD
Raphael,7,ABCDBEF
rapid,5,ABCDE
rapidity,8,ABCDEDFG
rapier,6,ABCDEA
rapists,7,ABCDEFE
rapped,6,ABCCDE
rappel,6,ABCCDE
rapping,7,ABCCDEF
rapport,7,ABCCDAE
rapprochement,13,ABCCADEFGHGIJ
rapt,4,ABCD
rapture,7,ABCDEAF
rapturous,9,ABCDEAFEG
Rapunzel,8,ABCDEFGH
rare,4,ABAC
rarefy,6,ABACDE
rarity,6,ABACDE
rascal,6,ABCDBE
rash,4,ABCD
Rasmussen,9,ABCDECCFG
rasp,4,ABCD
raspberry,9,ABCDEFAAG
rasping,7,ABCDEFG
raster,6,ABCDEA
rat,3,ABC
ratable,7,ABCBDEF
ratchets,8,ABCDEFCG
rate,4,ABCD
rateable,8,ABCDBEFD
rather,6,ABCDEA
ratify,6,ABCDEF
ratio,5,ABCDE
ratiocinate,11,ABCDEFDGBCH
ration,6,ABCDEF
rational,8,ABCDEFBG
rationale,9,ABCDEFBGH
rationalism,11,ABCDEFBGDHI
rationalist,11,ABCDEFBGDHC
rationalistic,13,ABCDEFBGDHCDI
rationality,11,ABCDEFBGDCH
rationalization,15,ABCDEFBGDHBCDEF
rationalize,11,ABCDEFBGDHI
rattail,7,ABCCBDE
rattle,6,ABCCDE
rattlesnake,11,ABCCDEFGBHE
rattling,8,ABCCDEFG
ratty,5,ABCCD
raucous,7,ABCDECF
ravage,6,ABCBDE
rave,4,ABCD
raven,5,ABCDE
ravenous,8,ABCDEFGH
ravine,6,ABCDEF
ravish,6,ABCDEF
ravishing,9,ABCDEFDGH
raw,3,ABC
rawboned,8,ABCDEFGH
rawhide,7,ABCDEFG
Rawlings,8,ABCDEFGH
Rawlins,7,ABCDEFG
Rawlinson,9,ABCDEFGHF
Rawson,6,ABCDEF
ray,3,ABC
Rayburn,7,ABCDEAF
Rayleigh,8,ABCDEFGH
Raymond,7,ABCDEFG
Raymondville,12,ABCDEFGHIJJK
Raytheon,8,ABCDEFGH
raze,4,ABCD
razor,5,ABCDA
razorback,9,ABCDAEBFG
RCA,3,ABC
RCS,3,ABC
re,2,AB
reabbreviate,12,ABCDDABEFCGB
reach,5,ABCDE
reachable,9,ABCDECFGB
reachably,9,ABCDECFGH
react,5,ABCDE
reactant,8,ABCDECFE
reactionary,11,ABCDEFGHCAI
reactivate,10,ABCDEFGCEB
reactive,8,ABCDEFGB
reactivity,10,ABCDEFGFEH
read,4,ABCD
readability,11,ABCDCEFGFHI
readable,8,ABCDCEFB
reader,6,ABCDBA
readily,7,ABCDEFG
readjust,8,ABCDEFGH
readjustment,12,ABCDEFGHIBJH
readout,7,ABCDEFG
ready,5,ABCDE
reaffirm,8,ABCDDEAF
reaffirmation,13,ABCDDEAFCGEHI
Reagan,6,ABCDCE
reagent,7,ABCDBEF
real,4,ABCD
realign,7,ABCDEFG
realism,7,ABCDEFG
realist,7,ABCDEFG
realistic,9,ABCDEFGEH
realistically,13,ABCDEFGEHCDDI
reality,7,ABCDEFG
realizability,13,ABCDEFCGEDEHI
realizable,10,ABCDEFCGDB
realizably,10,ABCDEFCGDH
realization,11,ABCDEFCGEHI
realize,7,ABCDEFB
realized,8,ABCDEFBG
realizes,8,ABCDEFBG
realizing,9,ABCDEFEGH
realm,5,ABCDE
realtor,7,ABCDEFA
realty,6,ABCDEF
ream,4,ABCD
reap,4,ABCD
reappear,8,ABCDDBCA
reappearance,12,ABCDDBCACEFB
reapplication,13,ABCDDEFGCHFIJ
reapportionment,15,ABCDDEAFGEHIBHF
reappraisal,11,ABCDDACEFCG
reappraise,10,ABCDDACEFB
rear,4,ABCA
rearrange,9,ABCAACDEB
rearrangeable,13,ABCAACDEBCFGB
rearrest,8,ABCAABDE
reason,6,ABCDEF
reasonable,10,ABCDEFCGHB
reasonably,10,ABCDEFCGHI
reassemble,10,ABCDDBEFGB
reassert,8,ABCDDBAE
reassign,8,ABCDDEFG
reassurance,11,ABCDDEACFGB
reassure,8,ABCDDEAB
reassuringly,12,ABCDDEAFGHIJ
reawaken,8,ABCDCEBF
rebate,6,ABCDEB
Rebecca,7,ABCBDDE
rebel,5,ABCBD
rebelled,8,ABCBDDBE
rebelling,9,ABCBDDEFG
rebellion,9,ABCBDDEFG
rebellious,10,ABCBDDEFGH
rebirth,7,ABCDAEF
reboot,6,ABCDDE
rebound,7,ABCDEFG
rebroadcast,11,ABCADEFGEHI
rebuff,6,ABCDEE
rebuild,7,ABCDEFG
rebuke,6,ABCDEB
rebuttal,8,ABCDEEFG
recalcitrant,12,ABCDECFGADHG
recall,6,ABCDEE
recant,6,ABCDEF
recapitulate,12,ABCDEFGHIDGB
recappable,10,ABCDEEDFGB
recapture,9,ABCDEFGAB
recast,6,ABCDEF
recede,6,ABCBDB
receipt,7,ABCBDEF
receivable,10,ABCBDEFGHB
receive,7,ABCBDEB
receiver,8,ABCBDEBA
recency,7,ABCBDCE
recent,6,ABCBDE
receptacle,10,ABCBDEFCGB
reception,9,ABCBDEFGH
receptionist,12,ABCBDEFGHFIE
receptive,9,ABCBDEFGB
receptivity,11,ABCBDEFGFEH
receptor,8,ABCBDEFA
recertification,15,ABCBADEFECGDEHI
recess,6,ABCBDD
recession,9,ABCBDDEFG
recessive,9,ABCBDDEFB
recheck,7,ABCDBCE
recherche,9,ABCDBACDB
recipe,6,ABCDEB
recipiency,10,ABCDEDBFCG
recipient,9,ABCDEDBFG
reciprocal,10,ABCDEAFCGH
reciprocate,11,ABCDEAFCGHB
reciprocity,11,ABCDEAFCDGH
recirculate,11,ABCDACEFGHB
recital,7,ABCDEFG
recitative,10,ABCDEFEDGB
recite,6,ABCDEB
reckless,8,ABCDEBFF
reckon,6,ABCDEF
reclaim,7,ABCDEFG
reclamation,11,ABCDEFEGHIJ
reclassify,10,ABCDEFFGHI
recline,7,ABCDEFB
recluse,7,ABCDEFB
recode,6,ABCDEB
recognition,11,ABCDEFGHGDF
recognizability,15,ABCDEFGHIJGKGLM
recognizable,12,ABCDEFGHIJKB
recognizably,12,ABCDEFGHIJKL
recognize,9,ABCDEFGHB
recognized,10,ABCDEFGHBI
recognizedly,12,ABCDEFGHBIJK
recognizing,11,ABCDEFGHGFE
recognizingly,13,ABCDEFGHGFEIJ
recoilless,10,ABCDEFFBGG
recollect,9,ABCDEEBCF
recombine,9,ABCDEFGHB
recommence,10,ABCDEEBFCB
recompense,10,ABCDEFBGHB
recompile,9,ABCDEFGHB
recomposition,13,ABCDEFDGHIHDJ
recompute,9,ABCDEFGHB
reconceptualization,19,ABCDECBFGHIJKLIGKDE
reconcile,9,ABCDECFGB
reconciliation,14,ABCDECFGFHIFDE
recondite,9,ABCDEFGHB
recondition,11,ABCDEFGHGDE
reconfigurability,17,ABCDEFGHIAJKGLGMN
reconfigure,11,ABCDEFGHIAB
reconnaissance,14,ABCDEEFGHHFECB
reconnect,9,ABCDEEBCF
reconnection,12,ABCDEEBCFGDE
reconsider,10,ABCDEFGHBA
reconstruct,11,ABCDEFGAHCG
reconstructed,13,ABCDEFGAHCGBI
reconstruction,14,ABCDEFGAHCGIDE
recontamination,15,ABCDEFGHIEGFIDE
reconvene,9,ABCDEFBEB
reconvention,12,ABCDEFBEGHDE
reconverting,12,ABCDEFBAGHEI
recopy,6,ABCDEF
record,6,ABCDAE
recorded,8,ABCDAEBE
recount,7,ABCDEFG
recoup,6,ABCDEF
recourse,8,ABCDEAFB
recover,7,ABCDEBA
recoverability,14,ABCDEBAFGHIHJK
recoverable,11,ABCDEBAFGHB
recovery,8,ABCDEBAF
recreate,8,ABCABDEB
recreational,12,ABCABDEFGHDI
recriminate,11,ABCADEDFGHB
recruit,7,ABCADEF
recruiter,9,ABCADEFBA
recruitment,11,ABCADEFGBHF
recrystalize,12,ABCADEFGHIJB
recrystallize,13,ABCADEFGHHIJB
recta,5,ABCDE
rectangle,9,ABCDEFGHB
rectangular,11,ABCDEFGHIEA
rectify,7,ABCDEFG
rectilinear,11,ABCDEFEGBHA
rectitude,9,ABCDEDFGB
rector,6,ABCDEA
rectory,7,ABCDEAF
rectum,6,ABCDEF
recumbent,9,ABCDEFBGH
recuperate,10,ABCDEBAFGB
recur,5,ABCDA
recurred,8,ABCDAABE
recurrence,10,ABCDAABECB
recurrent,9,ABCDAABEF
recurring,9,ABCDAAEFG
recurs,6,ABCDAE
recurse,7,ABCDAEB
recursion,9,ABCDAEFGH
recusant,8,ABCDEFGH
recuse,6,ABCDEB
recyclable,10,ABCDCEFGEB
recycle,7,ABCDCEB
red,3,ABC
redact,6,ABCDEF
redactions,10,ABCDEFGHIJ
redactor,8,ABCDEFGA
redbird,7,ABCDEAC
redbreast,9,ABCDABEFG
redbud,6,ABCDEC
redcoat,7,ABCDEFG
redden,6,ABCCBD
redder,6,ABCCBA
reddest,7,ABCCBDE
redding,7,ABCCDEF
reddish,7,ABCCDEF
redeclare,9,ABCBDEFAB
redecorating,12,ABCBDEAFGHIJ
redecoration,12,ABCBDEAFGHEI
rededicate,10,ABCBCDEFGB
redeem,6,ABCBBD
redeemed,8,ABCBBDBC
redefine,8,ABCBDEFB
redemption,10,ABCBDEFGHI
redemptive,10,ABCBDEFGHB
redeposit,9,ABCBDEFGH
redeposition,12,ABCBDEFGHGEI
redesign,8,ABCBDEFG
redevelopment,13,ABCBDBEFGHBIJ
Redford,7,ABCDEAC
redhead,7,ABCDBEC
Redhook,7,ABCDEEF
redirect,8,ABCDABEF
redirection,11,ABCDABEFDGH
rediscover,10,ABCDEFGHBA
rediscovery,11,ABCDEFGHBAI
redisplay,9,ABCDEFGHI
redistribute,12,ABCDEFADGHFB
redistricting,13,ABCDEFADGFDHI
redneck,7,ABCDBEF
redo,4,ABCD
redouble,8,ABCDEFGB
redound,7,ABCDEFC
redraw,6,ABCADE
redrawn,7,ABCADEF
redress,7,ABCABDD
Redstone,8,ABCDEFGB
reduce,6,ABCDEB
reducibility,12,ABCDEFGFHFIJ
reducible,9,ABCDEFGHB
reducibly,9,ABCDEFGHI
reduct,6,ABCDEF
reduction,9,ABCDEFGHI
reductionism,12,ABCDEFGHIGJK
redundancy,10,ABCDECFEGH
redundant,9,ABCDECFEG
redwood,7,ABCDEEC
reed,4,ABBC
reeducation,11,ABBCDEFGHIJ
Reedville,9,ABBCDEFFB
reedy,5,ABBCD
reef,4,ABBC
reek,4,ABBC
reel,4,ABBC
reelection,10,ABBCBDEFGH
reenact,7,ABBCDEF
reenter,7,ABBCDBA
reentrant,9,ABBCDAECD
reentry,7,ABBCDAE
reenumerate,11,ABBCDEBAFGB
Reese,5,ABBCB
reestablish,11,ABBCDEFGHCI
reestimate,10,ABBCDEFGDB
reevaluate,10,ABBCDEFDGB
reeve,5,ABBCB
reexamination,13,ABBCDEFGDHFIG
reexamine,9,ABBCDEFGB
refactoring,11,ABCDEFGAHIJ
refashion,9,ABCDEFGHI
refectory,9,ABCBDEFAG
refer,5,ABCBA
referee,7,ABCBABB
refereeing,10,ABCBABBDEF
reference,9,ABCBABDEB
referenced,10,ABCBABDEBF
referenda,9,ABCBABDEF
referendum,10,ABCBABDEFG
referent,8,ABCBABDE
referential,11,ABCBABDEFGH
referentiality,14,ABCBABDEFGHFEI
referral,8,ABCBAADE
referred,8,ABCBAABD
referrer,8,ABCBAABA
referring,9,ABCBAADEF
refill,6,ABCDEE
refinance,9,ABCDEFEGB
refine,6,ABCDEB
refinement,10,ABCDEBFBEG
refinery,8,ABCDEBAF
reflect,7,ABCDBEF
reflectance,11,ABCDBEFGHEB
reflection,10,ABCDBEFGHI
reflective,10,ABCDBEFGHB
reflectivity,12,ABCDBEFGHGFI
reflector,9,ABCDBEFGA
reflex,6,ABCDBE
reflexive,9,ABCDBEFGB
reflexivity,11,ABCDBEFGFHI
reforestation,13,ABCDABEFGFHDI
reform,6,ABCDAE
reformable,10,ABCDAEFGHB
reformat,8,ABCDAEFG
reformation,11,ABCDAEFGHDI
reformatory,11,ABCDAEFGDAH
reformatter,11,ABCDAEFGGBA
reformism,9,ABCDAEFGE
reformist,9,ABCDAEFGH
reformulate,11,ABCDAEFGHIB
refract,7,ABCADEF
refraction,10,ABCADEFGHI
refractive,10,ABCADEFGHB
refractometer,13,ABCADEFGHBFBA
refractory,10,ABCADEFGAH
refrain,7,ABCADEF
refresh,7,ABCABDE
refreshing,10,ABCABDEFGH
refreshment,11,ABCABDEFBGH
refrigerate,11,ABCADEBAFGB
refrigerator,12,ABCADEBAFGHA
refry,5,ABCAD
refuge,6,ABCDEB
refugee,7,ABCDEBB
refund,6,ABCDEF
refurbish,9,ABCDAEFGH
refusal,7,ABCDEFG
refuse,6,ABCDEB
refutable,9,ABCDEFGHB
refutation,10,ABCDEFEGHI
refute,6,ABCDEB
regain,6,ABCDEF
regal,5,ABCDE
regale,6,ABCDEB
regalia,7,ABCDEFD
regard,6,ABCDAE
regardless,10,ABCDAEFBGG
regatta,7,ABCDEED
regency,7,ABCBDEF
regenerate,10,ABCBDBAEFB
regent,6,ABCBDE
regime,6,ABCDEB
regimen,7,ABCDEBF
regiment,8,ABCDEBFG
regimentation,13,ABCDEBFGHGDIF
Regina,6,ABCDEF
Reginald,8,ABCDEFGH
region,6,ABCDEF
regional,8,ABCDEFGH
regionalism,11,ABCDEFGHDIJ
register,8,ABCDEFBA
registrable,11,ABCDEFAGHIB
registrant,10,ABCDEFAGHF
registrar,9,ABCDEFAGA
registration,12,ABCDEFAGFDHI
registry,8,ABCDEFAG
regress,7,ABCABDD
regression,10,ABCABDDEFG
regressive,10,ABCABDDEFB
regressors,10,ABCABDDEAD
regret,6,ABCABD
regretful,9,ABCABDEFG
regrettable,11,ABCABDDEFGB
regrettably,11,ABCABDDEFGH
regretted,9,ABCABDDBE
regretting,10,ABCABDDEFC
reground,8,ABCADEFG
regroup,7,ABCADEF
regular,7,ABCDEFA
regularity,10,ABCDEFAGHI
regularizing,12,ABCDEFAGHGIC
regulate,8,ABCDEFGB
regulated,9,ABCDEFGBH
regulator,9,ABCDEFGHA
regulatory,10,ABCDEFGHAI
Regulus,7,ABCDEDF
rehabilitate,12,ABCDEFGFHDHB
reharmonization,15,ABCDAEFGHIDJHFG
rehash,6,ABCDEC
rehearing,9,ABCBDAEFG
rehearsal,9,ABCBDAEDF
rehearse,8,ABCBDAEB
rehearsed,9,ABCBDAEBF
Reich,5,ABCDE
Reichenberg,11,ABCDEBFGBAH
Reichstag,9,ABCDEFGHI
reign,5,ABCDE
Reilly,6,ABCDDE
reimbursable,12,ABCDEFAGHEIB
reimburse,9,ABCDEFAGB
reimbursed,10,ABCDEFAGBH
reimbursement,13,ABCDEFAGBDBHI
rein,4,ABCD
reincarnate,11,ABCDEFADFGB
reindeer,8,ABCDEBBA
reinforce,9,ABCDEFAGB
reinforcement,13,ABCDEFAGBHBDI
Reinhard,8,ABCDEFAG
Reinhardt,9,ABCDEFAGH
Reinhold,8,ABCDEFGH
reinitialize,12,ABCDCECFGCHB
reinsert,8,ABCDEBAF
reinstall,9,ABCDEFGHH
reinstate,9,ABCDEFGFB
reinstatement,13,ABCDEFGFBHBDF
reinstitution,13,ABCDEFCFGFCHD
reinterpret,11,ABCDEBAFABE
reinterpretation,16,ABCDEBAFABEGECHD
reinterview,11,ABCDEBAFCBG
reintroduce,11,ABCDEAFGHIB
reinvention,11,ABCDEBDFCGD
reinvest,8,ABCDEBFG
reinvestigation,15,ABCDEBFGCHIGCJD
reissuer,8,ABCDDEBA
reiterate,9,ABCDBAEDB
reiterative,11,ABCDBAEDCFB
reject,6,ABCBDE
rejecting,9,ABCBDEFGH
rejection,9,ABCBDEFGH
rejector,8,ABCBDEFA
rejoice,7,ABCDEFB
rejoicing,9,ABCDEFEGH
rejoin,6,ABCDEF
rejoinder,9,ABCDEFGBA
rekindling,10,ABCDEFGDEH
relabel,7,ABCDEBC
relabeler,9,ABCDEBCBA
relabeller,10,ABCDEBCCBA
relate,6,ABCDEB
related,7,ABCDEBF
relational,10,ABCDEFGHDC
relationship,12,ABCDEFGHIJFK
relative,8,ABCDEFGB
relativism,10,ABCDEFGFHI
relativist,10,ABCDEFGFHE
relativistic,12,ABCDEFGFHEFI
relativistically,16,ABCDEFGFHEFIDCCJ
relativity,10,ABCDEFGFEH
relax,5,ABCDE
relaxation,10,ABCDEDFGHI
relaxed,7,ABCDEBF
relay,5,ABCDE
releasable,10,ABCBDEDFCB
release,7,ABCBDEB
released,8,ABCBDEBF
relegate,8,ABCBDEFB
relent,6,ABCBDE
relenting,9,ABCBDEFDG
relentless,10,ABCBDECBFF
relevance,9,ABCBDEFGB
relevancy,9,ABCBDEFGH
relevant,8,ABCBDEFG
reliability,11,ABCDEFDCDGH
reliably,8,ABCDEFCG
reliance,8,ABCDEFGB
reliant,7,ABCDEFG
relic,5,ABCDE
relict,6,ABCDEF
relief,6,ABCDBE
relieve,7,ABCDBEB
relieved,8,ABCDBEBF
religion,8,ABCDEDFG
religionists,12,ABCDEDFGDHIH
religiosity,11,ABCDEDFGDHI
religious,9,ABCDEDFGH
relinquish,10,ABCDEFGDHI
relish,6,ABCDEF
relive,6,ABCDEB
reload,6,ABCDEF
relocatable,11,ABCDEFGFHCB
relocate,8,ABCDEFGB
reluctance,10,ABCDEFGHEB
reluctant,9,ABCDEFGHF
rely,4,ABCD
remain,6,ABCDEF
remainder,9,ABCDEFGBA
remake,6,ABCDEB
remand,6,ABCDEF
remark,6,ABCDAE
remarkable,10,ABCDAEDFGB
remarkably,10,ABCDAEDFGH
remarked,8,ABCDAEBF
remarriage,10,ABCDAAEDFB
remarry,7,ABCDAAE
Rembrandt,9,ABCDAEFGH
remediable,10,ABCBDEFGHB
remedial,8,ABCBDEFG
remedy,6,ABCBDE
remember,8,ABCBCDBA
remembrance,11,ABCBCDAEFGB
remind,6,ABCDEF
Remington,9,ABCDEFGHE
reminisce,9,ABCDEDFGB
